13dge 0.015854 75.896169 1.571493
filter Unat
2456585.56472 16.92 0.03
2456585.56767 16.93 0.03
2456589.44255 16.98 0.04
2456589.44549 17.17 0.05
2456591.83726 17.18 0.03
2456592.70840 17.27 0.03
2456593.67168 17.42 0.03
2456593.67463 17.37 0.04
2456595.45719 17.59 0.10
2456595.46014 17.49 0.04
2456595.47694 17.52 0.04
2456595.47990 17.53 0.03
2456600.43461 17.81 0.06
2456600.43756 17.84 0.06
2456600.45483 17.80 0.05
2456600.45778 17.80 0.04
2456602.44053 18.06 0.06
2456604.43703 18.13 0.05
2456604.43998 18.27 0.12
2456606.51954 18.19 0.05
2456606.52250 18.52 0.18
2456608.54834 18.28 0.05
2456608.55130 18.18 0.06
2456611.43071 18.49 0.09
2456611.43506 18.66 0.14
2456617.22237 18.55 0.23
2456617.22672 19.00 0.35
2456619.44800 18.95 0.09
2456619.45235 18.87 0.07
2456622.57645 19.13 0.08
2456622.58079 19.23 0.12
2456625.64985 19.20 0.09
2456625.65419 19.44 0.10
2456628.80749 19.56 0.13
2456628.81183 19.64 0.12
2456640.90302 19.73 0.46
filter WHIRCK
2456581.988 16.000 0.017
2456584.919 15.780 0.016
2456587.020 16.125 0.019
2456592.010 16.543 0.021
2456636.939 18.941 0.503
2456640.876 18.619 0.106
filter WHIRCH
2456563.993 16.562 0.013
2456581.972 16.033 0.012
2456584.906 15.876 0.011
2456587.004 16.000 0.012
2456592.001 16.530 0.013
2456608.961 17.663 0.018
2456636.903 18.348 0.057
2456640.835 18.938 0.062
filter WHIRCJ
2456564.002 16.839 0.013
2456581.980 17.245 0.014
2456584.911 16.846 0.012
2456587.012 16.959 0.013
2456592.024 17.425 0.013
2456608.986 19.272 0.043
2456636.919 20.380 0.169
2456640.851 20.654 0.189
filter UVW2
2456539.7543  20.250  11.086
2456540.8907  20.384  11.086
2456541.5610  20.291  11.086
2456542.5592  20.356  11.086
2456545.1286  20.181   0.296
2456549.9042  18.614   0.123
2456551.8998  18.413   0.109
2456553.9361  18.403   0.109
2456555.5373  18.379   0.112
2456557.5384  18.555   0.119
2456559.0749  18.657   0.126
2456561.9432  18.807   0.136
2456563.8517  18.833   0.139
2456565.0873  18.914   0.139
2456567.3285  19.396   0.206
2456570.7290  19.688   0.218
2456571.6949  19.880   0.260
2456573.7231  20.035  11.086
2456575.4049  20.186  11.086
filter UVM2
2456539.7632  19.512  10.556
2456540.8959  20.603  10.556
2456541.5639  20.322  10.556
2456542.5641  20.370  10.556
2456545.1339  20.423  10.556
2456549.9089  20.398  10.556
2456551.9073  19.697   0.212
2456553.9438  19.519   0.189
2456555.5438  19.497   0.191
2456557.5450  19.243   0.162
2456559.0818  19.327   0.168
2456561.9183  19.410   0.220
2456563.8581  19.711   0.227
2456565.0943  19.962   0.259
2456567.3303  20.003   0.289
2456570.7332  20.394  10.556
2456571.7016  20.322  10.556
2456573.7298  20.054  10.556
2456575.4078  20.285  10.556
filter UVW1
2456539.7227  19.984  11.148
2456540.8859  19.941  11.147
2456541.5584  19.910  11.148
2456542.5549  19.740   0.288
2456545.1241  18.292   0.113
2456549.9005  16.858   0.074
2456551.8935  16.759   0.071
2456553.9299  16.773   0.071
2456555.5320  16.798   0.074
2456557.5330  16.938   0.076
2456559.0695  17.019   0.077
2456561.9379  17.466   0.085
2456563.8466  17.691   0.096
2456565.0814  17.805   0.096
2456567.3271  18.004   0.116
2456570.7255  18.395   0.124
2456571.6896  18.451   0.133
2456573.7579  18.619   0.144
2456575.4027  18.764   0.171
filter U_UVOT
2456539.7255  19.454  12.077
2456540.8873  19.511  12.060
2456541.5592  19.446  12.061
2456542.5564  18.556   0.179
2456545.1256  16.780   0.076
2456549.9017  15.309   0.058
2456551.8956  15.153   0.054
2456553.9319  15.086   0.053
2456555.5338  15.174   0.056
2456557.5348  15.288   0.058
2456559.0714  15.491   0.063
2456561.9400  15.825   0.065
2456563.8482  15.983   0.068
2456565.0833  16.227   0.069
2456567.1880  16.309   0.077
2456570.7269  16.929   0.081
2456571.6911  16.998   0.086
2456573.7595  17.299   0.105
2456575.4034  17.589   0.117
filter B_UVOT
2456539.7274  19.677  12.893
2456540.8883  19.185   0.220
2456541.5597  18.870   0.182
2456542.5571  17.785   0.095
2456545.1264  16.741   0.066
2456549.9024  15.761   0.058
2456551.8967  15.500   0.051
2456553.9330  15.396   0.050
2456555.5348  15.392   0.050
2456557.5358  15.405   0.050
2456559.0724  15.474   0.051
2456561.9410  15.564   0.052
2456563.8491  15.778   0.059
2456565.0843  15.823   0.058
2456567.1883  16.003   0.063
2456570.7276  16.384   0.063
2456571.6920  16.517   0.065
2456573.7203  16.760   0.077
2456575.4038  16.985   0.077
filter V_UVOT
2456539.7599  18.839  11.617
2456540.8931  18.416   0.249
2456541.5622  18.420   0.263
2456542.5614  17.551   0.142
2456545.1308  16.674   0.087
2456549.9060  15.779   0.068
2456551.9029  15.585   0.063
2456553.9392  15.410   0.061
2456555.5400  15.401   0.063
2456557.5413  15.357   0.062
2456559.0777  15.367   0.062
2456561.9137  15.393   0.068
2456563.8542  15.631   0.066
2456565.0902  15.583   0.064
2456567.1901  15.711   0.072
2456570.7312  15.901   0.069
2456571.6971  15.999   0.073
2456573.7258  16.183   0.091
2456575.4060  16.130   0.080
filter rspm
2456540.92153 18.71 0.01
filter ispm
2456540.92153 19.27 0.03
2456544.91111 17.02 0.01
2456550.89444 15.91 0.01
2456554.88750 15.87 0.01
filter zspm
2456540.92153 18.56 0.04
2456544.91111 16.91 0.01
2456550.89444 16.03 0.01
2456554.88750 15.91 0.01
filter Yspm
2456540.922 18.27 0.18
2456544.911 16.54 0.03
2456550.894 15.66 0.01
2456554.888 15.67 0.01
filter Jspm
2456540.922 18.37 0.29
2456544.911 16.65 0.05
2456550.894 15.67 0.01
2456554.888 15.68 0.02
filter Hspm
2456540.922 17.07 9.99
2456544.911 16.79 0.12
2456550.894 15.84 0.03
2456554.888 15.90 0.04
